0.500000, 0.371122, 0.011495, -599.984857, 0.302824
0.700000, 6.579175, 0.047699, -599.486865, 1.795015
0.900000, 32.363315, 0.088078, -596.024919, 5.126597
1.100000, 93.599781, 0.264454, -584.231213, 10.635421
1.300000, 221.366464, 1.368184, -554.487598, 19.264749
1.400000, 353.390820, 3.987053, -526.278110, 26.527455
1.450000, 456.560727, 3.475130, -506.396316, 31.093200
1.500000, 580.303943, 6.623065, -479.477301, 36.489602
1.550000, 626.204657, 2.645343, -449.648765, 38.911418
1.600000, 550.011556, 3.362325, -419.838911, 37.494580
1.800000, 261.008491, 0.752615, -345.083269, 29.112868
2.000000, 177.276131, 0.457144, -302.364234, 26.690579
2.200000, 135.150097, 0.274857, -271.457640, 25.597916
2.400000, 108.645735, 0.214392, -247.328921, 24.989277
2.600000, 90.059045, 0.110860, -227.499502, 24.678476
2.800000, 76.341346, 0.118511, -210.968032, 24.481428
