0.500000, 0.844075, 0.012056, -1349.966242, 0.454211
0.700000, 14.882559, 0.074003, -1348.839998, 2.700831
0.900000, 72.728223, 0.140259, -1341.073251, 7.686387
1.100000, 210.591021, 0.534534, -1314.492282, 15.928750
1.300000, 497.748151, 1.216881, -1247.241257, 28.976925
1.400000, 780.574726, 5.572273, -1185.054593, 39.098808
1.450000, 1046.653175, 10.736314, -1139.787872, 46.703569
1.500000, 1442.158652, 18.644929, -1077.621305, 57.238365
1.550000, 1551.328540, 10.516611, -1000.962302, 61.073450
1.600000, 1191.010484, 7.935746, -931.344380, 55.215816
1.800000, 566.549498, 1.483718, -774.353021, 42.734852
2.000000, 395.931992, 0.722750, -680.198649, 39.753063
2.200000, 304.256913, 0.436317, -610.912016, 38.350340
2.400000, 244.374306, 0.320130, -556.432689, 37.547686
2.600000, 202.591598, 0.387073, -511.932324, 37.023522
2.800000, 171.699302, 0.303369, -474.663580, 36.658136
