0.500000, 0.091251, 0.006591, -149.996098, 0.154417
0.700000, 1.650953, 0.018706, -149.869506, 0.904348
0.900000, 8.096711, 0.053328, -149.007329, 2.567812
1.100000, 23.501013, 0.154710, -146.054863, 5.310183
1.300000, 56.732424, 0.476520, -138.529349, 9.735276
1.400000, 86.175051, 0.692584, -131.311067, 13.062825
1.450000, 102.305774, 0.791486, -126.716282, 14.685385
1.500000, 115.854101, 0.783938, -121.296887, 16.099439
1.550000, 122.278989, 0.298089, -115.341397, 17.161640
1.600000, 121.034498, 0.320480, -109.093231, 17.610208
1.800000, 78.045806, 0.218755, -88.954114, 15.905334
2.000000, 49.177683, 0.093762, -76.498985, 14.034753
2.200000, 35.541271, 0.061312, -68.220104, 13.116914
2.400000, 27.845346, 0.079782, -61.964839, 12.668699
2.600000, 22.789442, 0.039071, -56.944264, 12.414545
2.800000, 19.180205, 0.018714, -52.777325, 12.256025
