0.500000, 0.384635, -599.984200, 0.310095
0.700000, 6.634267, -599.481826, 1.802995
0.900000, 32.444784, -596.036204, 5.126429
1.100000, 92.981449, -584.259618, 10.606958
1.250000, 178.331022, -564.397279, 16.692580
1.350000, 275.173031, -541.924803, 22.394259
1.450000, 459.144967, -506.307860, 31.070119
1.550000, 630.461939, -448.334376, 38.918952
1.650000, 435.761326, -394.670330, 34.443580
1.750000, 301.008204, -358.820494, 30.361779
1.850000, 233.051436, -332.803455, 28.242141
1.950000, 193.073523, -311.677700, 27.095425
2.000000, 176.859906, -302.295586, 26.597737
2.200000, 135.144806, -271.557075, 25.575396
2.400000, 108.608187, -247.359892, 25.011660
2.600000, 89.948671, -227.521600, 24.658731
2.800000, 76.189508, -211.000949, 24.440248
3.000000, 65.809569, -196.768789, 24.336929
3.200000, 57.441145, -184.524304, 24.252780
3.400000, 50.627202, -173.782390, 24.191950
3.600000, 45.040839, -164.183878, 24.160490
3.800000, 40.449682, -155.664881, 24.168025
