0.500000, 0.819236, 0.062982, -1349.962222, 0.478832
0.700000, 14.911458, 0.252595, -1348.827879, 2.716153
0.900000, 72.685005, 0.780213, -1341.073879, 7.701940
1.100000, 211.293278, 1.121660, -1314.440687, 15.966942
1.300000, 495.671504, 4.054471, -1247.654121, 29.042267
1.400000, 774.255202, 11.286147, -1185.445232, 38.621684
1.450000, 1044.256200, 46.678840, -1141.834303, 45.799572
1.500000, 1418.982751, 51.211529, -1078.372404, 56.521499
1.550000, 1531.663989, 36.283489, -995.801677, 60.133278
1.600000, 1195.430977, 21.255982, -931.689717, 56.191927
1.800000, 564.359093, 4.955241, -774.650020, 42.511558
2.000000, 396.602433, 2.187472, -680.602566, 39.764181
2.200000, 303.699265, 1.766952, -610.888667, 38.212507
2.400000, 244.297515, 1.405075, -556.429010, 37.424233
2.600000, 203.424003, 1.488771, -511.826263, 37.214126
2.800000, 171.901715, 1.187703, -474.959253, 36.855715
