0.500000, 0.483838, -899.980667, 0.347792
0.700000, 9.259424, -899.269556, 2.130051
0.900000, 49.589684, -893.934000, 6.337795
1.100000, 136.393417, -876.559333, 12.846635
1.250000, 274.688929, -846.766444, 20.717178
1.350000, 409.081362, -812.339111, 27.304776
1.450000, 663.557130, -762.227111, 37.351424
1.550000, 899.451215, -665.796667, 46.485821
1.650000, 586.283971, -583.481778, 39.951948
1.750000, 436.616798, -534.328889, 36.566910
1.850000, 352.203908, -498.054889, 34.719128
1.950000, 291.097064, -466.719778, 33.270055
2.000000, 265.055437, -453.789111, 32.561046
2.200000, 197.452709, -407.078889, 30.913931
2.400000, 160.831611, -371.961556, 30.436657
2.600000, 130.224734, -340.658889, 29.670174
2.800000, 113.024384, -316.366889, 29.767619
3.000000, 100.427848, -295.506000, 30.064109
3.200000, 85.873358, -276.834222, 29.653721
3.400000, 77.087156, -260.843556, 29.851759
3.600000, 67.011006, -245.594444, 29.469690
3.800000, 59.015461, -233.610889, 29.192178
