0.500000, 0.070915, 0.000000, 149.997071, 0.133150
0.700000, 1.759219, 0.000000, 149.862626, 0.928449
0.900000, 8.199794, 0.000000, 149.005010, 2.577175
1.100000, 23.417878, 0.000000, 146.074424, 5.323122
1.300000, 59.446948, 0.000000, 138.159010, 10.023240
1.400000, 85.572575, 0.000000, 131.593717, 12.950762
1.450000, 102.342485, 0.000000, 126.684929, 14.668847
1.500000, 112.530424, 0.000000, 121.418848, 15.912054
1.550000, 120.922015, 0.000000, 115.674626, 17.044505
1.600000, 120.484690, 0.000000, 109.233899, 17.562483
1.800000, 78.264018, 0.000000, 88.825879, 15.924052
2.000000, 49.263971, 0.000000, 76.468303, 14.037659
2.200000, 35.995384, 0.000000, 68.364202, 13.199154
2.400000, 27.855300, 0.000000, 61.910242, 12.666749
2.600000, 22.782747, 0.000000, 56.885838, 12.410132
2.800000, 19.059022, 0.000000, 52.780424, 12.223859
