0.500000, 0.955123, 0.060427, -1535.959576, 0.496881
0.700000, 16.875600, 0.167589, -1534.691293, 2.858518
0.900000, 82.533975, 0.682051, -1525.836970, 8.182430
1.100000, 240.400265, 1.113281, -1495.561919, 17.072829
1.300000, 563.525821, 6.385683, -1419.388242, 30.864025
1.400000, 885.130544, 17.497326, -1348.085232, 42.373253
1.450000, 1189.920656, 33.855060, -1296.672687, 49.395611
1.500000, 1674.166761, 70.451172, -1223.345535, 61.468364
1.550000, 1778.749875, 31.450225, -1137.099455, 65.530668
1.600000, 1367.061126, 49.040168, -1056.736889, 57.725338
1.800000, 641.398298, 5.527503, -881.274081, 45.560731
2.000000, 450.538370, 3.352783, -773.647091, 42.316281
2.200000, 346.054273, 1.496898, -694.747051, 41.022460
2.400000, 279.047021, 1.052582, -633.324848, 40.097054
2.600000, 230.019927, 0.835428, -582.444808, 39.328749
2.800000, 195.399494, 0.508715, -540.208242, 39.203243
