0.500000, 0.096582, 0.017137, -149.995273, 0.169783
0.700000, 1.652574, 0.059737, -149.873798, 0.882806
0.900000, 8.090456, 0.136074, -149.022121, 2.528479
1.100000, 23.774555, 0.607594, -145.991960, 5.487699
1.300000, 57.127399, 1.121309, -138.368000, 9.767136
1.400000, 85.982817, 2.499813, -131.326929, 13.077943
1.450000, 104.328711, 2.382232, -126.398586, 14.877547
1.500000, 115.571686, 1.360885, -120.965980, 16.310445
1.550000, 122.768790, 1.231397, -115.132465, 17.219031
1.600000, 120.829446, 0.966302, -108.757758, 17.667682
1.800000, 77.917148, 0.764835, -88.454848, 15.905852
2.000000, 49.312003, 0.380596, -76.732323, 14.117053
2.200000, 35.533526, 0.333391, -68.294364, 13.189712
2.400000, 27.807101, 0.162309, -61.973778, 12.603647
2.600000, 22.722907, 0.102157, -56.922222, 12.360815
2.800000, 19.246599, 0.108827, -52.690525, 12.214589
