0.500000, 1.043611, -1349.958000, 0.510786
0.700000, 14.411303, -1348.842889, 2.657356
0.900000, 70.673938, -1341.018222, 7.566101
1.100000, 215.019219, -1313.816000, 16.129887
1.250000, 409.252802, -1269.425111, 25.287497
1.350000, 605.292364, -1219.500222, 33.213632
1.450000, 961.399740, -1143.289333, 44.959348
1.550000, 1469.255015, -997.760222, 59.412837
1.650000, 939.866067, -879.738444, 50.584438
1.750000, 676.307537, -803.922889, 45.510349
1.850000, 487.515579, -746.935556, 40.847547
1.950000, 436.168009, -700.680222, 40.725040
2.000000, 400.465164, -681.039556, 40.023251
2.200000, 290.216187, -611.338444, 37.478612
2.400000, 246.076059, -556.468222, 37.648348
2.600000, 197.976418, -510.639333, 36.583064
2.800000, 169.808276, -474.831333, 36.486941
3.000000, 150.119743, -442.882222, 36.757009
3.200000, 130.908034, -414.953333, 36.612816
3.400000, 113.688651, -391.163556, 36.252459
3.600000, 100.724062, -369.315778, 36.130096
3.800000, 93.409070, -350.683556, 36.726380
