0.500000, 0.926718, 0.056924, -1499.961374, 0.482631
0.700000, 16.514104, 0.133229, -1498.701818, 2.848536
0.900000, 80.777092, 0.520571, -1490.070525, 8.057300
1.100000, 233.492127, 1.879162, -1460.533172, 16.866602
1.300000, 551.475855, 7.215321, -1385.987414, 30.235825
1.400000, 866.735087, 16.598220, -1317.484323, 40.411614
1.450000, 1123.806752, 20.409405, -1265.690808, 48.713099
1.500000, 1607.168811, 64.021783, -1199.375596, 58.574783
1.550000, 1771.875012, 31.579714, -1108.482364, 65.838257
1.600000, 1313.429800, 28.334318, -1033.362606, 58.108429
1.800000, 627.069913, 4.251093, -860.772889, 45.143210
2.000000, 440.495295, 2.390173, -755.741475, 41.984376
2.200000, 336.950336, 1.444882, -678.879960, 40.364106
2.400000, 271.941388, 1.410732, -618.040465, 39.457687
2.600000, 225.624636, 1.143973, -569.020828, 39.109782
2.800000, 190.544793, 0.748850, -527.318990, 38.706718
